OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
39-2000,Animal Care and Service Workers,minor,208540,1.4,13.97,29060,0.5,9.32,10.69,12.68,15.35,19.89,19380,22230,26370,31920,41360,,
39-2010,Animal Trainers,broad,14880,5.7,18.25,37950,2.1,10.36,12.09,15.16,20.85,29.83,21550,25160,31520,43370,62040,,
39-2011,Animal Trainers,detailed,14880,5.7,18.25,37950,2.1,10.36,12.09,15.16,20.85,29.83,21550,25160,31520,43370,62040,,
39-2020,Animal Caretakers,broad,193660,1.5,13.65,28380,0.5,9.29,10.59,12.54,15.13,19.33,19310,22030,26080,31480,40210,,
39-2021,Animal Caretakers,detailed,193660,1.5,13.65,28380,0.5,9.29,10.59,12.54,15.13,19.33,19310,22030,26080,31480,40210,,
39-3000,Entertainment Attendants and Related Workers,minor,450630,1.7,12.77,26560,0.4,8.69,9.65,12.01,14.3,17.8,18080,20070,24980,29750,37020,,
39-3010,Gambling Services Workers,broad,83400,3.1,12.95,26940,1.1,8.51,9.4,11.92,13.95,20.02,17700,19540,24790,29010,41650,,
39-3011,Gambling Dealers,detailed,67330,3.4,12.55,26110,1.3,8.41,9.23,11.41,13.37,19.34,17480,19190,23740,27800,40230,,
39-3012,Gambling and Sports Book Writers and Runners,detailed,7500,9.9,13.05,27130,1.6,9.57,10.49,12.13,14.5,18.02,19910,21820,25220,30170,37490,,
39-3019,"Gambling Service Workers, All Other",detailed,8570,6.2,16.03,33340,1.7,9.31,11.68,14.12,18.61,25.74,19370,24290,29360,38710,53540,,
39-3020,Motion Picture Projectionists,broad,2270,8.8,16.53,34380,2.7,9.43,11.12,13.22,19.69,29.27,19620,23120,27490,40950,60880,,
39-3021,Motion Picture Projectionists,detailed,2270,8.8,16.53,34380,2.7,9.43,11.12,13.22,19.69,29.27,19620,23120,27490,40950,60880,,
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,95600,2.8,12.69,26390,0.9,8.69,9.71,12.07,14.56,17.84,18070,20190,25110,30270,37100,,
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,95600,2.8,12.69,26390,0.9,8.69,9.71,12.07,14.56,17.84,18070,20190,25110,30270,37100,,
39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,269370,2.4,12.71,26430,0.5,8.76,9.72,12.02,14.27,17.16,18230,20210,25000,29690,35700,,
39-3091,Amusement and Recreation Attendants,detailed,248190,2.5,12.31,25610,0.5,8.73,9.65,11.9,14.05,16.07,18150,20080,24760,29220,33420,,
39-3092,Costume Attendants,detailed,5750,10.8,24.89,51780,3.5,11.89,14.6,20.63,30.58,44.91,24730,30370,42910,63600,93400,,
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,11530,4.0,14.1,29320,2.1,9.34,10.66,12.84,15.92,19.33,19430,22170,26700,33120,40200,,
39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,3900,10.9,15.66,32580,3.1,8.84,10.52,13.09,17.85,26.35,18380,21880,27230,37120,54810,,
39-4011,Embalmers,detailed,3860,7.9,24.14,50220,2.3,13.43,18.02,22.9,28.58,36.15,27930,37490,47630,59460,75190,,
39-4020,Funeral Attendants,broad,32300,3.1,14.97,31130,1.0,9.69,11.43,14.01,17.64,22.19,20160,23770,29150,36690,46160,,
39-4021,Funeral Attendants,detailed,32300,3.1,14.97,31130,1.0,9.69,11.43,14.01,17.64,22.19,20160,23770,29150,36690,46160,,
39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,24560,4.0,28.36,59000,1.7,13.98,19.28,26.01,34.39,43.82,29080,40100,54100,71530,91140,,
39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,24560,4.0,28.36,59000,1.7,13.98,19.28,26.01,34.39,43.82,29080,40100,54100,71530,91140,,
39-5000,Personal Appearance Workers,minor,448020,1.0,16.08,33460,0.7,9.25,11.01,13.61,18.36,25.61,19250,22900,28310,38180,53270,,
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,317290,1.5,15.86,32990,0.8,9.09,10.48,13.28,18.44,25.94,18910,21800,27630,38350,53950,,
39-5011,Barbers,detailed,14880,9.0,18.29,38050,3.6,10.48,12.25,15.61,22.31,30.51,21810,25480,32470,46400,63450,,
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,302410,1.6,15.74,32740,0.8,9.06,10.34,13.16,18.25,25.68,18840,21520,27380,37970,53410,,
39-5090,Miscellaneous Personal Appearance Workers,broad,130730,2.5,16.63,34580,1.2,9.94,12.1,14.21,18.18,24.84,20670,25170,29560,37820,51680,,
39-5091,"Makeup Artists, Theatrical and Performance",detailed,2780,13.8,48.07,99990,4.2,18.27,30.4,51.4,63.72,75.81,38010,63220,106920,132530,157680,,
39-5092,Manicurists and Pedicurists,detailed,73010,4.3,13.95,29010,0.9,9.79,11.93,13.4,15.33,18.7,20370,24820,27870,31890,38900,,
39-5093,Shampooers,detailed,8310,8.1,11.69,24320,1.4,8.92,9.77,11.63,13.1,14.85,18550,20320,24190,27260,30890,,
39-5094,Skincare Specialists,detailed,46640,4.3,19.82,41230,1.7,10.99,13.26,17.55,23.42,31.06,22850,27590,36510,48710,64610,,
39-6000,"Baggage Porters, Bellhops, and Concierges",minor,65240,2.8,15.67,32580,1.0,9.85,12.02,14.48,18.24,23.31,20500,24990,30110,37930,48490,,
39-6010,"Baggage Porters, Bellhops, and Concierges",broad,65240,2.8,15.67,32580,1.0,9.85,12.02,14.48,18.24,23.31,20500,24990,30110,37930,48490,,
39-6011,Baggage Porters and Bellhops,detailed,28440,2.6,13.97,29060,0.9,9.15,10.58,13.0,15.79,19.59,19020,22000,27050,32850,40750,,
39-6012,Concierges,detailed,36800,4.6,16.97,35310,1.3,11.27,13.12,15.57,19.49,25.01,23440,27300,32380,40540,52020,,
39-7000,Tour and Travel Guides,minor,38030,2.9,15.48,32200,0.8,9.82,11.64,14.16,18.14,22.91,20430,24200,29460,37730,47660,,
39-7010,Tour and Travel Guides,broad,38030,2.9,15.48,32200,0.8,9.82,11.64,14.16,18.14,22.91,20430,24200,29460,37730,47660,,
39-7010,Tour and Travel Guides,detailed,38030,2.9,15.48,32200,0.8,9.82,11.64,14.16,18.14,22.91,20430,24200,29460,37730,47660,,
39-9010,Childcare Workers,broad,494360,1.4,12.88,26790,0.5,8.84,10.05,12.24,14.78,18.13,18380,20900,25460,30750,37720,,
39-9011,Childcare Workers,detailed,494360,1.4,12.88,26790,0.5,8.84,10.05,12.24,14.78,18.13,18380,20900,25460,30750,37720,,
39-9030,Recreation and Fitness Workers,broad,573720,1.1,17.94,37310,0.5,9.63,12.01,15.03,21.55,29.93,20030,24980,31250,44830,62250,,
39-9031,Exercise Trainers and Group Fitness Instructors,detailed,248070,1.5,21.95,45650,0.7,10.4,13.38,19.48,27.64,36.81,21640,27840,40510,57490,76550,,
39-9032,Recreation Workers,detailed,325640,1.5,14.88,30960,0.6,9.38,11.26,13.67,17.12,22.36,19510,23420,28440,35620,46510,,
39-9040,Residential Advisors,broad,102450,2.0,16.07,33430,0.5,10.36,12.51,14.99,18.8,23.64,21550,26010,31190,39100,49180,,
39-9041,Residential Advisors,detailed,102450,2.0,16.07,33430,0.5,10.36,12.51,14.99,18.8,23.64,21550,26010,31190,39100,49180,,
39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,60650,4.2,14.58,30330,1.3,9.5,11.67,13.66,16.77,19.33,19750,24280,28420,34880,40200,,
41-0000,Sales and Related Occupations,major,13120320,0.2,22.0,45750,0.2,9.85,11.89,15.15,24.94,41.47,20490,24740,31500,51880,86270,,
41-1000,Supervisors of Sales Workers,minor,1303400,0.5,26.54,55200,0.2,13.49,16.7,22.15,31.02,44.78,28070,34730,46070,64520,93140,,
41-1010,First-Line Supervisors of Sales Workers,broad,1303400,0.5,26.54,55200,0.2,13.49,16.7,22.15,31.02,44.78,28070,34730,46070,64520,93140,,
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1063110,0.5,22.74,47300,0.2,13.11,15.9,19.99,26.87,35.01,27260,33070,41580,55880,72810,,
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,240290,0.9,43.33,90120,0.4,21.57,28.3,37.77,52.43,72.98,44860,58850,78560,109050,151790,,
41-2000,Retail Sales Workers,minor,7628920,0.3,13.95,29010,0.2,9.31,10.71,12.63,15.13,19.41,19360,22270,26270,31470,40370,,
41-2010,Cashiers,broad,3347090,0.7,12.37,25730,0.2,9.07,10.25,12.03,13.87,15.7,18860,21320,25020,28850,32650,,
41-2011,Cashiers,detailed,3333100,0.7,12.36,25710,0.2,9.06,10.25,12.03,13.86,15.69,18850,21310,25020,28840,32630,,
41-2012,Gambling Change Persons and Booth Cashiers,detailed,14000,5.1,13.99,29110,1.1,9.48,11.17,13.02,15.45,19.31,19710,23240,27080,32140,40160,,
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,622160,0.9,17.01,35380,0.3,10.05,12.35,15.13,19.73,26.54,20900,25700,31480,41030,55210,,
41-2021,Counter and Rental Clerks,detailed,368300,1.3,16.68,34700,0.4,9.99,12.28,14.84,19.21,25.75,20780,25540,30870,39960,53550,,
41-2022,Parts Salespersons,detailed,253870,1.3,17.48,36350,0.5,10.18,12.48,15.61,20.73,27.7,21170,25970,32460,43120,57620,,
41-2030,Retail Salespersons,broad,3659670,0.6,14.87,30940,0.2,9.49,11.01,13.02,15.86,21.43,19740,22900,27080,32990,44570,,
41-2031,Retail Salespersons,detailed,3659670,0.6,14.87,30940,0.2,9.49,11.01,13.02,15.86,21.43,19740,22900,27080,32990,44570,,
41-3000,"Sales Representatives, Services",minor,1992540,0.5,36.14,75170,0.5,14.52,19.27,27.77,41.89,67.88,30210,40090,57760,87120,141200,,
41-3010,Advertising Sales Agents,broad,110040,1.9,32.71,68040,1.3,12.83,17.65,26.41,39.43,59.63,26700,36720,54940,82020,124030,,
41-3011,Advertising Sales Agents,detailed,110040,1.9,32.71,68040,1.3,12.83,17.65,26.41,39.43,59.63,26700,36720,54940,82020,124030,,
41-3020,Insurance Sales Agents,broad,409950,1.1,33.22,69100,0.9,13.94,18.07,25.08,38.08,61.46,29000,37590,52180,79200,127840,,
41-3021,Insurance Sales Agents,detailed,409950,1.1,33.22,69100,0.9,13.94,18.07,25.08,38.08,61.46,29000,37590,52180,79200,127840,,
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,440300,1.3,46.41,96540,1.3,17.74,22.08,31.14,55.78,,36910,45930,64770,116020,0,,
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,440300,1.3,46.41,96540,1.3,17.74,22.08,31.14,55.78,,36910,45930,64770,116020,0,,
41-3040,Travel Agents,broad,55180,2.4,22.43,46650,1.1,12.13,15.39,20.36,27.17,35.27,25230,32010,42350,56520,73360,,
41-3041,Travel Agents,detailed,55180,2.4,22.43,46650,1.1,12.13,15.39,20.36,27.17,35.27,25230,32010,42350,56520,73360,,
41-3090,"Miscellaneous Sales Representatives, Services",broad,977070,0.8,33.89,70490,0.5,13.99,19.1,28.25,41.07,61.93,29110,39730,58770,85430,128820,,
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,977070,0.8,33.89,70490,0.5,13.99,19.1,28.25,41.07,61.93,29110,39730,58770,85430,128820,,
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1566820,0.6,37.65,78310,0.4,15.98,21.94,31.45,46.67,66.97,33240,45630,65420,97070,139300,,
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,1566820,0.6,37.65,78310,0.4,15.98,21.94,31.45,46.67,66.97,33240,45630,65420,97070,139300,,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,288150,2.0,47.92,99680,1.0,20.59,28.65,41.66,61.44,82.55,42820,59590,86650,127800,171700,,
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1278670,0.6,35.34,73500,0.3,15.36,20.95,29.84,42.8,62.11,31950,43580,62070,89030,129200,,
41-9000,Other Sales and Related Workers,minor,628640,1.1,26.39,54890,1.0,10.57,13.02,18.06,31.41,52.97,21990,27080,37560,65330,110170,,
41-9010,"Models, Demonstrators, and Product Promoters",broad,72340,4.3,18.09,37630,1.4,11.12,13.02,15.62,20.66,28.15,23130,27070,32490,42980,58550,,
41-9011,Demonstrators and Product Promoters,detailed,69990,4.4,17.83,37080,1.3,11.1,13.02,15.62,20.58,27.99,23080,27080,32500,42810,58210,,
41-9012,Models,detailed,2350,24.6,25.99,54050,15.6,12.0,12.33,15.34,23.43,59.97,24970,25660,31910,48730,124730,,
41-9020,Real Estate Brokers and Sales Agents,broad,213350,1.7,32.16,66890,1.6,12.11,16.39,24.63,38.51,59.59,25180,34090,51220,80090,123940,,
41-9021,Real Estate Brokers,detailed,44610,4.2,39.25,81630,3.8,12.24,18.35,29.02,46.67,83.71,25460,38170,60370,97080,174120,,
41-9022,Real Estate Sales Agents,detailed,168740,2.0,30.28,62990,1.7,12.07,16.05,23.58,36.88,54.05,25100,33370,49040,76720,112410,,
41-9030,Sales Engineers,broad,63780,3.2,56.38,117270,1.2,29.2,38.31,52.32,71.17,88.55,60730,79670,108830,148040,184190,,
41-9031,Sales Engineers,detailed,63780,3.2,56.38,117270,1.2,29.2,38.31,52.32,71.17,88.55,60730,79670,108830,148040,184190,,
41-9040,Telemarketers,broad,117610,3.4,14.87,30930,1.0,9.53,11.04,13.42,16.96,22.03,19820,22960,27920,35270,45820,,
41-9041,Telemarketers,detailed,117610,3.4,14.87,30930,1.0,9.53,11.04,13.42,16.96,22.03,19820,22960,27920,35270,45820,,
41-9090,Miscellaneous Sales and Related Workers,broad,161550,1.4,19.04,39590,0.8,10.35,11.97,14.67,21.18,33.18,21530,24890,30510,44060,69020,,
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,8360,7.9,17.66,36740,3.5,9.7,11.63,14.29,19.92,30.43,20170,24180,29730,41440,63290,,
41-9099,"Sales and Related Workers, All Other",detailed,153180,1.5,19.11,39750,0.8,10.39,11.99,14.69,21.26,33.34,21600,24930,30550,44230,69350,,
43-0000,Office and Administrative Support Occupations,major,18548360,0.2,20.38,42390,0.1,12.1,14.69,18.62,24.4,31.26,25170,30560,38720,50760,65020,,
43-1000,Supervisors of Office and Administrative Support Workers,minor,1427260,0.4,29.81,62010,0.2,17.0,21.59,28.1,35.9,45.27,35360,44900,58450,74660,94170,,
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,1427260,0.4,29.81,62010,0.2,17.0,21.59,28.1,35.9,45.27,35360,44900,58450,74660,94170,,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1427260,0.4,29.81,62010,0.2,17.0,21.59,28.1,35.9,45.27,35360,44900,58450,74660,94170,,
43-2000,Communications Equipment Operators,minor,66960,3.0,16.85,35050,1.1,10.95,13.01,15.41,19.22,25.0,22780,27060,32060,39980,51990,,
43-2010,"Switchboard Operators, Including Answering Service",broad,59270,3.3,16.34,33980,1.2,10.83,12.84,15.11,18.64,23.83,22530,26710,31430,38780,49570,,
43-2011,"Switchboard Operators, Including Answering Service",detailed,59270,3.3,16.34,33980,1.2,10.83,12.84,15.11,18.64,23.83,22530,26710,31430,38780,49570,,
43-2020,Telephone Operators,broad,4630,7.4,18.91,39340,1.5,12.02,14.15,18.13,23.41,28.08,25000,29430,37710,48700,58410,,
43-2021,Telephone Operators,detailed,4630,7.4,18.91,39340,1.5,12.02,14.15,18.13,23.41,28.08,25000,29430,37710,48700,58410,,
43-2090,Miscellaneous Communications Equipment Operators,broad,3070,17.4,23.68,49260,2.9,14.51,18.02,22.44,29.1,35.64,30180,37470,46680,60520,74120,,
43-2099,"Communications Equipment Operators, All Other",detailed,3070,17.4,23.68,49260,2.9,14.51,18.02,22.44,29.1,35.64,30180,37470,46680,60520,74120,,
43-3000,Financial Clerks,minor,2770580,0.4,20.15,41920,0.1,12.87,15.59,19.02,23.99,29.6,26770,32420,39550,49900,61560,,
43-3010,Bill and Account Collectors,broad,222030,1.7,19.53,40630,0.4,12.96,15.28,18.32,22.78,28.34,26960,31790,38100,47380,58940,,
43-3011,Bill and Account Collectors,detailed,222030,1.7,19.53,40630,0.4,12.96,15.28,18.32,22.78,28.34,26960,31790,38100,47380,58940,,
43-3020,Billing and Posting Clerks,broad,445160,0.9,20.01,41610,0.2,13.61,16.18,19.03,23.41,28.28,28300,33650,39590,48690,58820,,
43-3021,Billing and Posting Clerks,detailed,445160,0.9,20.01,41610,0.2,13.61,16.18,19.03,23.41,28.28,28300,33650,39590,48690,58820,,
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1443940,0.5,21.2,44100,0.2,13.01,16.31,20.39,25.21,30.72,27050,33920,42410,52430,63900,,
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1443940,0.5,21.2,44100,0.2,13.01,16.31,20.39,25.21,30.72,27050,33920,42410,52430,63900,,
43-3040,Gambling Cage Workers,broad,10560,4.0,14.28,29700,0.8,10.14,12.01,13.77,16.02,19.16,21090,24990,28650,33330,39850,,
43-3041,Gambling Cage Workers,detailed,10560,4.0,14.28,29700,0.8,10.14,12.01,13.77,16.02,19.16,21090,24990,28650,33330,39850,,
43-3050,Payroll and Timekeeping Clerks,broad,133870,1.1,23.21,48290,0.4,14.88,18.14,22.61,27.88,32.5,30950,37720,47020,58000,67600,,
43-3051,Payroll and Timekeeping Clerks,detailed,133870,1.1,23.21,48290,0.4,14.88,18.14,22.61,27.88,32.5,30950,37720,47020,58000,67600,,
43-3060,Procurement Clerks,broad,61000,1.4,21.83,45400,0.3,14.69,17.62,21.51,25.46,29.75,30540,36660,44740,52950,61880,,
43-3061,Procurement Clerks,detailed,61000,1.4,21.83,45400,0.3,14.69,17.62,21.51,25.46,29.75,30540,36660,44740,52950,61880,,
43-3070,Tellers,broad,423570,0.9,15.85,32960,0.3,11.86,13.5,15.68,18.17,19.82,24660,28080,32620,37780,41220,,
43-3071,Tellers,detailed,423570,0.9,15.85,32960,0.3,11.86,13.5,15.68,18.17,19.82,24660,28080,32620,37780,41220,,
43-3090,Miscellaneous Financial Clerks,broad,30470,3.7,22.27,46310,1.1,14.49,17.31,21.23,25.94,31.66,30140,36010,44160,53960,65850,,
43-3099,"Financial Clerks, All Other",detailed,30470,3.7,22.27,46310,1.1,14.49,17.31,21.23,25.94,31.66,30140,36010,44160,53960,65850,,
43-4000,Information and Record Clerks,minor,5480860,0.3,18.22,37900,0.1,11.28,13.58,16.97,21.62,27.37,23460,28250,35300,44960,56920,,
43-4010,Brokerage Clerks,broad,44720,3.1,28.11,58460,0.8,17.84,21.77,26.57,32.42,40.03,37100,45280,55270,67420,83260,,
43-4011,Brokerage Clerks,detailed,44720,3.1,28.11,58460,0.8,17.84,21.77,26.57,32.42,40.03,37100,45280,55270,67420,83260,,
43-4020,Correspondence Clerks,broad,6150,7.9,19.26,40070,0.9,13.47,16.03,18.46,22.08,26.23,28010,33350,38400,45930,54570,,
43-4021,Correspondence Clerks,detailed,6150,7.9,19.26,40070,0.9,13.47,16.03,18.46,22.08,26.23,28010,33350,38400,45930,54570,,
43-4030,"Court, Municipal, and License Clerks",broad,156100,0.9,20.91,43490,0.6,13.1,16.07,19.68,24.4,30.28,27240,33420,40930,50750,62970,,
43-4031,"Court, Municipal, and License Clerks",detailed,156100,0.9,20.91,43490,0.6,13.1,16.07,19.68,24.4,30.28,27240,33420,40930,50750,62970,,
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,24600,3.4,20.95,43580,0.8,13.47,16.43,20.06,24.55,30.26,28020,34180,41730,51060,62940,,
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,24600,3.4,20.95,43580,0.8,13.47,16.43,20.06,24.55,30.26,28020,34180,41730,51060,62940,,
43-4050,Customer Service Representatives,broad,2833250,0.5,18.51,38510,0.2,11.59,13.83,17.23,21.83,27.8,24120,28760,35830,45400,57830,,
43-4051,Customer Service Representatives,detailed,2833250,0.5,18.51,38510,0.2,11.59,13.83,17.23,21.83,27.8,24120,28760,35830,45400,57830,,
43-4060,"Eligibility Interviewers, Government Programs",broad,138820,2.0,23.07,47990,0.6,15.29,17.93,22.65,27.74,31.44,31800,37300,47110,57690,65390,,
43-4061,"Eligibility Interviewers, Government Programs",detailed,138820,2.0,23.07,47990,0.6,15.29,17.93,22.65,27.74,31.44,31800,37300,47110,57690,65390,,
43-4070,File Clerks,broad,91560,1.7,17.38,36140,0.4,11.31,13.41,16.39,20.11,25.19,23520,27890,34090,41820,52400,,
43-4071,File Clerks,detailed,91560,1.7,17.38,36140,0.4,11.31,13.41,16.39,20.11,25.19,23520,27890,34090,41820,52400,,
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,222550,1.1,12.93,26900,0.5,9.11,10.43,12.26,14.58,17.59,18950,21690,25490,30330,36580,,
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,222550,1.1,12.93,26900,0.5,9.11,10.43,12.26,14.58,17.59,18950,21690,25490,30330,36580,,
43-4110,"Interviewers, Except Eligibility and Loan",broad,173800,1.4,18.1,37640,0.4,12.01,14.13,17.39,21.35,25.27,24980,29400,36170,44400,52550,,
43-4111,"Interviewers, Except Eligibility and Loan",detailed,173800,1.4,18.1,37640,0.4,12.01,14.13,17.39,21.35,25.27,24980,29400,36170,44400,52550,,
43-4120,"Library Assistants, Clerical",broad,84560,1.7,14.78,30740,0.6,9.45,11.17,13.81,17.58,22.08,19650,23240,28730,36570,45930,,
43-4121,"Library Assistants, Clerical",detailed,84560,1.7,14.78,30740,0.6,9.45,11.17,13.81,17.58,22.08,19650,23240,28730,36570,45930,,
43-4130,Loan Interviewers and Clerks,broad,204100,1.6,20.57,42780,0.4,13.15,16.22,19.89,24.49,29.5,27350,33730,41370,50950,61360,,
43-4131,Loan Interviewers and Clerks,detailed,204100,1.6,20.57,42780,0.4,13.15,16.22,19.89,24.49,29.5,27350,33730,41370,50950,61360,,
43-4140,New Accounts Clerks,broad,45250,3.3,19.17,39870,2.1,13.23,15.47,18.15,21.85,25.22,27520,32170,37750,45450,52450,,
43-4141,New Accounts Clerks,detailed,45250,3.3,19.17,39870,2.1,13.23,15.47,18.15,21.85,25.22,27520,32170,37750,45450,52450,,
43-4150,Order Clerks,broad,119640,2.3,18.1,37660,0.5,11.93,13.9,17.11,21.36,26.18,24820,28900,35590,44440,54450,,
43-4151,Order Clerks,detailed,119640,2.3,18.1,37660,0.5,11.93,13.9,17.11,21.36,26.18,24820,28900,35590,44440,54450,,
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,108470,1.2,21.24,44170,0.3,14.44,17.14,20.79,24.66,29.53,30040,35650,43250,51290,61430,,
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,108470,1.2,21.24,44170,0.3,14.44,17.14,20.79,24.66,29.53,30040,35650,43250,51290,61430,,
43-4170,Receptionists and Information Clerks,broad,968420,0.6,15.58,32410,0.2,10.59,12.69,14.96,18.19,21.71,22030,26380,31110,37830,45150,,
43-4171,Receptionists and Information Clerks,detailed,968420,0.6,15.58,32410,0.2,10.59,12.69,14.96,18.19,21.71,22030,26380,31110,37830,45150,,
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,110020,3.3,21.98,45710,1.2,12.66,14.71,18.96,30.07,36.04,26320,30600,39430,62550,74960,,
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,110020,3.3,21.98,45710,1.2,12.66,14.71,18.96,30.07,36.04,26320,30600,39430,62550,74960,,
43-4190,Miscellaneous Information and Record Clerks,broad,148870,1.0,21.1,43880,0.4,13.06,16.13,20.59,25.06,29.93,27170,33550,42820,52120,62260,,
43-4199,"Information and Record Clerks, All Other",detailed,148870,1.0,21.1,43880,0.4,13.06,16.13,20.59,25.06,29.93,27170,33550,42820,52120,62260,,
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,2149050,0.4,21.6,44930,0.2,13.1,16.12,19.79,26.82,31.27,27250,33530,41160,55780,65040,,
43-5010,Cargo and Freight Agents,broad,96510,2.5,22.68,47170,0.9,13.36,16.54,21.04,26.95,33.6,27780,34400,43770,56060,69890,,
43-5011,Cargo and Freight Agents,detailed,96510,2.5,22.68,47170,0.9,13.36,16.54,21.04,26.95,33.6,27780,34400,43770,56060,69890,,
43-5020,Couriers and Messengers,broad,70700,2.9,15.87,33010,0.9,10.5,12.55,14.89,18.28,23.24,21840,26110,30980,38020,48340,,
43-5021,Couriers and Messengers,detailed,70700,2.9,15.87,33010,0.9,10.5,12.55,14.89,18.28,23.24,21840,26110,30980,38020,48340,,
43-5030,Dispatchers,broad,281740,1.1,21.72,45170,0.4,12.99,15.98,20.07,25.82,32.44,27020,33240,41750,53710,67480,,
43-5031,Public Safety Telecommunicators,detailed,93290,1.0,22.02,45800,0.4,13.48,16.65,20.82,26.14,32.29,28040,34630,43290,54370,67150,,
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,188450,1.6,21.57,44860,0.6,12.77,15.63,19.7,25.67,32.54,26560,32510,40980,53400,67680,,
43-5040,"Meter Readers, Utilities",broad,26490,3.5,22.19,46160,0.8,12.69,15.43,20.16,28.1,35.37,26390,32090,41940,58440,73570,,
43-5041,"Meter Readers, Utilities",detailed,26490,3.5,22.19,46160,0.8,12.69,15.43,20.16,28.1,35.37,26390,32090,41940,58440,73570,,
43-5050,Postal Service Workers,broad,525920,0.1,25.24,52500,0.2,18.16,18.57,24.59,31.26,31.27,37760,38620,51150,65020,65040,,
43-5051,Postal Service Clerks,detailed,86950,0.0,24.62,51200,0.2,18.15,18.74,24.11,30.29,30.89,37760,38980,50150,62990,64260,,
43-5052,Postal Service Mail Carriers,detailed,333570,0.0,25.57,53180,0.2,18.3,18.57,24.56,31.27,32.16,38060,38620,51080,65030,66900,,
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,105400,0.4,24.73,51440,0.4,16.56,18.16,25.55,30.28,30.29,34440,37770,53140,62980,63000,,
43-5060,"Production, Planning, and Expediting Clerks",broad,362090,0.8,25.0,52000,0.2,15.16,18.49,23.86,30.35,37.36,31520,38470,49640,63120,77710,,
43-5061,"Production, Planning, and Expediting Clerks",detailed,362090,0.8,25.0,52000,0.2,15.16,18.49,23.86,30.35,37.36,31520,38470,49640,63120,77710,,
43-5070,"Shipping, Receiving, and Inventory Clerks",broad,727640,0.7,17.89,37210,0.2,12.19,13.97,16.95,20.73,25.39,25360,29060,35260,43120,52820,,
43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,727640,0.7,17.89,37210,0.2,12.19,13.97,16.95,20.73,25.39,25360,29060,35260,43120,52820,,
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,57960,2.3,18.31,38080,0.4,12.56,14.48,17.62,21.45,25.05,26130,30130,36650,44610,52100,,
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,57960,2.3,18.31,38080,0.4,12.56,14.48,17.62,21.45,25.05,26130,30130,36650,44610,52100,,
43-6000,Secretaries and Administrative Assistants,minor,3111790,0.4,21.54,44800,0.2,12.92,15.77,19.71,25.62,32.46,26880,32810,40990,53280,67510,,
43-6010,Secretaries and Administrative Assistants,broad,3111790,0.4,21.54,44800,0.2,12.92,15.77,19.71,25.62,32.46,26880,32810,40990,53280,67510,,
